video_id,title,channel,label
T6yQQ5MMvw4,Is a universal Medicare program feasible in the US? | Peter Attia and Saum Sutaria,Peter Attia MD,
H54bmoLyJkM,Potential solutions and challenges to controlling pharmaceutical drugs costs in the US | Peter Attia,Peter Attia MD,
NNVezYV3d38,Why is life expectancy lower in the US than other developed countries? | Peter Attia & Saum Sutaria,Peter Attia MD,
WB7adhW2c1Q,Why are pharmaceutical drugs so expensive in the US? | Peter Attia and Saum Sutaria,Peter Attia MD,
cxCOZLV2DfM,Why is US healthcare so much more expensive than it was in the 1950s? | Peter Attia and Saum Sutaria,Peter Attia MD,
UYvWSBPT5C4,How the US healthcare system currently works and how we got here | Peter Attia and Saum Sutaria,Peter Attia MD,
QqrpFICtqpQ,"327 - Choices, costs, and challenges in US healthcare: insurance, drug pricing, & potential reforms",Peter Attia MD,
SY-u8DAoGHQ,Using the coronary calcium (CAC) score to predict cardiovascular disease risk | Allan Sniderman,Peter Attia MD,bones;cardio
RIjC4oHJ5uM,What causes cancer to spread and metastasize? | Peter Attia and Robert Gatenby,Peter Attia MD,
lTcvRRjGxME,How the immune system works and why it seems to allow cancer to proliferate,Peter Attia MD,
KB0fKTSW3Mw,Can you increase strength without increasing muscle size? | Peter Attia and Jeremy Loenneke,Peter Attia MD,longevity;sleep;training
2xQR_L2Wy7Y,Understanding cancer: how cells become cancerous and why metastatic cancer is so deadly,Peter Attia MD,
PxVuK-tG92A,Tips for lowering your blood pressure and reducing your risk of chronic disease,Peter Attia MD,
lYIxZy4AxmE,What genes are associated with longevity? | Peter Attia & Nir Barzilai,Peter Attia MD,longevity
lUzGA0KbubM,Growth hormone as a longevity tool | Peter Attia & Nir Barzilai,Peter Attia MD,longevity
7L-E4iSkpjc,How metabolic health affects cardiovascular disease risk | Peter Attia & Ethan Weiss,Peter Attia MD,
UeByfIGbmzA,The impact of alcohol consumption on cancer risk and overall health,Peter Attia MD,
9zl5Bv8xA68,What is post-finasteride syndrome? | Peter Attia & Mohit Khera,Peter Attia MD,
kIscqjDNoRA,"Red light therapy: promising applications, mixed evidence, & impact on aging (AMA 65 sneak peek)",Peter Attia MD,
Zc2Mc9O9hy0,How high and low testosterone affect organs differently | Peter Attia & Ted Schaeffer,Peter Attia MD,
x5UKNpV2E58,Unanswered questions about protein intake and health | Peter Attia & David Allison,Peter Attia MD,nutrition
vXEMWWwVWAg,The strengths and limitations of randomized controlled trials,Peter Attia MD,training
q96KJg0vN3Y,Should GLP-1 agonists like Ozempic and Wegovy be banned for professional athletes?,Peter Attia MD,weight
Z2fOcePR-jg,The major barries to innovation in medicine | Peter Attia & Marty Makary,Peter Attia MD,
F3g52tebU2A,The link between social media use and declines in mental health | Peter Attia & Anna Lembke,Peter Attia MD,
Q-niq9Orgyo,"Peter’s takeaways on bone health, calorie restriction, addiction, & gene editing (QPS 3 sneak peek)",Peter Attia MD,weight
HoCMrX3rfTI,Muscle protein synthesis and the importance of leucine | Peter Attia & Layne Norton,Peter Attia MD,nutrition
jGRmOOAjeDM,How CRISPR is used to treat sickle cell anemia | Peter Attia and Feng Zhang,Peter Attia MD,longevity
vKZrvzjsDCw,The anti-aging effects of calorie restriction | Eric Ravussin and Peter Attia,Peter Attia MD,weight
CoCzW1RiWYE,The problem with nutrition studies | Eric Ravussin and Peter Attia,Peter Attia MD,nutrition
RbNqNMipIek,Peter Attia's view on dieting,Peter Attia MD,nutrition
8YIK3BZvzps,Exercise is a great tool for health but not for weight loss | Eric Ravussin,Peter Attia MD,weight
UVGBfrfPq98,"324‒Metabolism, energy balance, and aging: the impact of diet, calorie restriction & macronutrients",Peter Attia MD,longevity;nutrition;weight
BGclNSxVyZ0,"Genetic engineering to enhance human traits: challenges, trade-offs, and ethical concerns",Peter Attia MD,
XfNrsvFs-nY,How CRISPR revolutionized the field of gene editing | Peter Attia and Feng Zhang,Peter Attia MD,longevity
phAmaApZrW0,The ethical implications of gene editing | Peter Attia and Feng Zhang,Peter Attia MD,
qnNqRHxo000,Does immunotherapy have the potential to cure all cancers? | Peter Attia & Steve Rosenberg,Peter Attia MD,
05pUw-1LqvM,Why modern foods are so easy to overeat | Peter Attia & Stephan Guyenet,Peter Attia MD,
7QrdUMxno_8,Why do low-fat and low-carb diets lead to weight loss? | Peter Attia & Stephan Guyenet,Peter Attia MD,nutrition;weight
aOl0IDhzLCo,"323 - CRISPR and the future of gene editing: scientific advances, genetic therapies, & more",Peter Attia MD,longevity
PV9Yd5fgt38,How to use exercise to improve your bone health | Peter Attia and Belinda Beck,Peter Attia MD,
GNFjprSd57E,The profound benefits of heavy weightlifting on bone health | Belinda Beck,Peter Attia MD,
KfG6pMnuEr4,Bone loss in menopause: hormone replacement therapy & other strategies to mitigate negative effects,Peter Attia MD,
AOINunLeACU,Preserving bone density in middle age: physical activity and bone-loading exercises | Belinda Beck,Peter Attia MD,bones
3RudS0A3r9Q,Will lifting weights stunt a child's growth? | Peter Attia and Belinda Beck,Peter Attia MD,
YzQfvbZkEyw,"How to optimize your children’s bone health through diet, sunlight exposure, and physical activity",Peter Attia MD,nutrition
bFvPbXC1lpQ,"322 - Bone health for life: building strong bones, preventing age-related loss, osteoporosis, & more",Peter Attia MD,bones
0Aqz8mwtHZE,"Can GLP-1 agonists like Ozempic, Wegovy, and Mounjaro be used to treat addiction? | Anna Lembke",Peter Attia MD,weight
HAi7Evs-5ps,How to know if you have an addiction | Anna Lembke and Peter Attia,Peter Attia MD,
jgwxdKbG0_4,What makes exercise addictive? | Anna Lembke and Peter Attia,Peter Attia MD,
qBPqb_ec_38,"Alcoholism: patterns, risks, and how to know if you may be addicted | Anna Lembke and Peter Attia",Peter Attia MD,
mxO9SdaPeQI,Cold-water immersion for mood regulation and addiction treatment | Anna Lembke and Peter Attia,Peter Attia MD,
HnlWFQwHuVE,The role of dopamine in addiction | Anna Lembke and Peter Attia,Peter Attia MD,neuro
ZTxpIBk2F4c,"321 – Dopamine and addiction: navigating pleasure, pain, and the path to recovery",Peter Attia MD,neuro
0CA1fxphRiE,The importance of prioritizing footwear that promotes natural foot movement and function,Peter Attia MD,
uLqz2I1qhwo,The benefits of morning heart rate variability readings for assessing daily readiness,Peter Attia MD,
J_7ORjEeLz8,"Plantar fasciitis: diagnosis, causes, and treatment | Courtney Conley and Peter Attia",Peter Attia MD,
uDwmstj1_Kk,"How do GLP-1 agonists (Ozempic, Wegovy, Mounjaro) effect heart rate and heart rate variablity?",Peter Attia MD,weight
bmBskrX87nU,Klotho: what it is and why it could have breakthrough potential for brain health,Peter Attia MD,
8XBQK0hUKRo,"The impact of exercise, stress, alcohol, and other lifestyle factors on heart rate variability",Peter Attia MD,
Se9wYzH--L0,"New insights on GLP-1 agonists—Ozempic, Wegovy, Mounjaro, and more (AMA 64 sneak peek)",Peter Attia MD,weight
wXdaIl6syQE,How Tadej Pogačar trains to simulate challenging race conditions,Peter Attia MD,
k6gdUTpuVOk,Tadej Pogačar's historic 2024 season and what contributed to his success,Peter Attia MD,
z9DQiR9bwXk,Tadej Pogačar's most important training metrics and his approach to zone 2 training,Peter Attia MD,training
s0kMSn_7rEg,Tadej Pogačar's nutrition protocol for optimal performance during training and races,Peter Attia MD,nutrition
H87CF4_9SJQ,How Tadej Pogačar trains in the off-season: strength training and training frequency,Peter Attia MD,training
sSDJtGgNXOI,Tadej Pogačar's unexpected 2020 Tour de France win,Peter Attia MD,
HA0dRBwSQn8,"Peter's takeaways on liver health, heart rate variability, AI in medicine & more (QPS 2 sneak peek)",Peter Attia MD,
CnXw8SHsd7w,How can exercise mitigate lactate's carcinogenic effects and support brain health? | George Brooks,Peter Attia MD,
Io7sCLc5r_Y,Ovarian cancer: new preventive measures and recent data challenging decades of medical practice,Peter Attia MD,
zKK0jRjOv-M,What have been the biggest successes and challenges in medicine in the last decade? | Marty Makary,Peter Attia MD,
_yD0Z57BYyo,The urgent need for reform in medical education and research | Peter Attia and Marty Makary,Peter Attia MD,
tb-9w347Lis,How misguided peanut allergy recommendations created an epidemic | Peter Attia & Marty Makary,Peter Attia MD,longevity
TG9U5JTuHtk,"Antibiotics: overuse, effects on gut health, antibiotic resistant infections, and more",Peter Attia MD,
m9yjbJJBjHU,318 - The Meteoric Rise of Tadej Pogačar: From Prodigy to Cycling Legend,Peter Attia MD,
9S7tInHCSRU,Near-death experiences: the psychological impact of surviving against overwhelming odds,Peter Attia MD,
ZJLz_Ba8a1I,What is the blood-brain barrier and what role does it play in neurodegenerative disease?,Peter Attia MD,
unZlGjl5v20,Head injuries: long-term management and mitigating the damage after an incident | Tommy Wood,Peter Attia MD,
4lFyqyxLRyg,How does blood flow restriction training produce such high levels of hypertrophy? | Jeremy Loenneke,Peter Attia MD,sleep;training
kgdB3Ba5vsw,Does type 2 diabetes increase the risk of Alzheimer's disease? | Peter Attia and Rhonda Patrick,Peter Attia MD,longevity;neuro
qKEwoiFwDAY,How to think about preserving aerobic capacity and muscle mass into old age | Alex Hutchinson,Peter Attia MD,
Dzz_tO4Gu3A,"317 ‒ Reforming medicine: uncovering blind spots, challenging the norm, and embracing innovation",Peter Attia MD,
h69Naca2V9s,"Age-related cognitive decline: warning signs, risk factors, and prevention | Tommy Wood",Peter Attia MD,
QgEGRq2Fdio,Is it necessary to train to muscular failure? | Peter Attia and Layne Norton,Peter Attia MD,
UBW73rSTMIM,"The elbow: common injuries, pain points, treatments, anatomy, & more | Peter Attia and Alton Barron",Peter Attia MD,
sLXftQKa1_Y,Can we enhance our vision beyond 20/20? | Peter Attia and Steven Dell,Peter Attia MD,
CNkfKZPjt5E,Strength or muscle mass—which is more important? | Peter Attia and Alex Hutchinson,Peter Attia MD,training
-uXdV2eKIpA,"A guide for hair loss: causes, treatments, transplants, & more (AMA 63 sneak peek)",Peter Attia MD,
RyBs7b5DEng,Common causes of hip pain in people under 50 | Peter Attia and Adam Cohen,Peter Attia MD,
OSXdK_yrNbs,Tips for preserving eye health | Peter Attia and Steven Dell,Peter Attia MD,
1ZFXHgbiqSU,Why maintaining weight loss is more challenging than losing weight | Peter Attia and David Allison,Peter Attia MD,weight
_byMDvYvRls,Is screen time bad for eye health? | Peter Attia and Steven Dell,Peter Attia MD,longevity
Ic4nUxMYBRk,"Exercise volume and health: minimum dose, optimal dose, and can too much exercise shorten lifespan?",Peter Attia MD,longevity
-n6r_nacEdY,Why we need a paradigm shift in the way we think about obesity | Peter Attia and David Allison,Peter Attia MD,weight
dADJk4DDblc,Why do women live longer and have more neurodegenerative diseases than men? | Steve Austad,Peter Attia MD,
Q5wxLEWOgfQ,"Understanding cortisol: it's role in muscle protein synthesis, pain tolerance, and more",Peter Attia MD,nutrition
ZzSB-PsXYPw,The connection between caloric restriction and lifespan | Peter Attia and Steve Austad,Peter Attia MD,longevity
hH7t6uWJmcw,Understanding common shoulder injuries | Peter Attia and Alton Barron,Peter Attia MD,
rbmr8OTK_f0,Training for strength: advice for beginners and non-powerlifters | Peter Attia and Layne Norton,Peter Attia MD,training
lekPcBKAA-0,"315 ‒ Life after near-death: a new perspective on living, dying, and the afterlife",Peter Attia MD,
8bOMHqF6ITs,How muscular strength can help with both prevention and survivability of dementia | Tommy Wood,Peter Attia MD,training
agj1pwOG4J4,"Ethical and practical considerations of obesity drugs: risks, benefits, and motivations for usage",Peter Attia MD,weight
ajsNqrfd3KQ,Ozempic & other GLP-1 receptor agnonists: the societal impact & controversy of their growing usage,Peter Attia MD,weight
5XRl2dlh73E,Why have rates of obesity and diabetes increased so rapidly in the past 50 years? | David Allison,Peter Attia MD,longevity;weight
7__RYNGh1CU,Why is obesity such a difficult public health issue to solve? | Peter Attia and David Allison,Peter Attia MD,weight
duPX3CriC_c,"The complex relationship between nutrition, body weight, and body composition | David Allison",Peter Attia MD,nutrition
ilMWQBb_qVY,"314 ‒ Rethinking nutrition science: obesity treatment, GLP-1 agonists, protein, & better research",Peter Attia MD,nutrition;weight
G-UycPLKGTY,Tasks and activities that support and improve cognitive function  | Peter Attia and Tommy Wood,Peter Attia MD,
n4U_EnPuKl8,The importance of muscular strength around the hips for injury prevention | Adam Cohen,Peter Attia MD,training
2kojrlSKPLc,How to mitigate cognitive decline in middle age | Peter Attia and Tommy Wood,Peter Attia MD,
VsBi5TXm5MM,What can we learn about living longer from centenarians? | Peter Attia and Nir Barzilai,Peter Attia MD,
s_NVAmX_vBo,Is running bad for your knees? | Peter Attia and Adam Cohen,Peter Attia MD,
UD6Xa0aJ7ao,"Protein’s impact on appetite, and uric acid's link to disease & how to manage (AMA 62 sneak peek)",Peter Attia MD,nutrition
Xdx_AWsJ4JU,Where should you start on your longevity journey?,Peter Attia MD,longevity
6S9o0QVWnr4,Why emotional health is a key component of longevity,Peter Attia MD,longevity
XZ7piSuhsn8,Peter Attia's 5 tactics for longevity,Peter Attia MD,longevity
l2bkRltBZ1Y,Key questions to ask when considering use of any supplement or drug,Peter Attia MD,supplements
bT8lweO_3_c,How to optimize your sleep habits for longevity,Peter Attia MD,longevity;sleep
dCXMdEgz4Jc,How to think about nutrition for longevity,Peter Attia MD,longevity;nutrition
TGuPXGak5GI,"312 - A masterclass in lactate: metabolic fuel, implications for diseases, and therapeutic potential",Peter Attia MD,
7dEMTs6AkXc,The benefits of exercise for longevity,Peter Attia MD,longevity
ko5fiwu1kDk,Why healthspan matters,Peter Attia MD,longevity
aaIFQ8QhRbs,Is it ever too late to start thinking about longevity?,Peter Attia MD,longevity
n8qzoBOPzB0,What is medicine 3.0?,Peter Attia MD,
Qm_NmVDQwSo,The four horsemen of death and how to prevent them,Peter Attia MD,
P2DvuVhCno0,How Peter Attia defines longevity,Peter Attia MD,longevity
B94rbrZkXPI,311 ‒ Longevity 101: a foundational guide to Peter's frameworks for longevity,Peter Attia MD,longevity
pn1kxgdQRls,How obesity has changed for humans throughout history | Peter Attia and Stephan Guyenet,Peter Attia MD,weight
cljrhI21doI,Can calorie restriction increase lifespan? | Peter Attia and Matt Kaeberlein,Peter Attia MD,longevity;weight
r7TIQn5kbGY,Anabolic resistance & overcoming it with physical activity | Peter Attia and Luc van Loon,Peter Attia MD,training
n5Rl8qwN5A4,Advice for people who want to lose weight and keep it off | Peter Attia and Stephan Guyenet,Peter Attia MD,
yFRvNDkQs1g,Considerations for testosterone replacement therapy and how it effects prostate cancer risk,Peter Attia MD,
PCe5LB_Zz00,The relationship between testosterone levels and prostate cancer aggressiveness | Ted Schaeffer,Peter Attia MD,
fiVCsm4dNh0,"310 - The relationship between testosterone and prostate cancer, TRT, and more",Peter Attia MD,
XbX9B4OWKt8,"Keys to preserving muscle, and the value of habits, consistency, and resilience | Layne Norton",Peter Attia MD,
2E3q06gAfI0,"The ""do nots"" of strength training | Peter Attia and Andy Galpin",Peter Attia MD,training
Hu4dlP4O0G0,Injuries: prevention and working through existing conditions,Peter Attia MD,
VNr2IWSVMFw,AI & the future of mental health care | Peter Attia and Zak Kohane,Peter Attia MD,
Vy_ox7H7mAs,Is digital immortality possible? | Peter Attia and Zak Kohane,Peter Attia MD,
JtwaWWj0ZYg,The potential for AI to revolutionize early diagnosis & prediction of diseases | Zak Kohane,Peter Attia MD,
Xa5396tnCIQ,"309 ‒ AI in medicine: its potential to revolutionize disease prediction, diagnosis, and outcomes",Peter Attia MD,
dl_Zhhatwoo,How strength training supports longevity and quality of life | Peter Attia and Layne Norton,Peter Attia MD,longevity;training
71qyGc6I9kw,My recent lesson in overtraining,Peter Attia MD,
fGTKdnMY5FU,How does blood pressure affect Alzheimer's disease risk | Peter Attia and Rhonda Patrick,Peter Attia MD,neuro
teWRile1VQE,Training advice for those with minimal access to a gym or equipment,Peter Attia MD,
ppc92zcwYq8,Why RPE matters more than rep count,Peter Attia MD,training
IZgHoVRUV1I,"Challenges of sustained weight loss: metabolic adaptation, set points, and more | Layne Norton",Peter Attia MD,weight
yFxhj957Mbg,Using heart rate recovery during workouts to assess performance,Peter Attia MD,
-zf1iuRzXac,What is the best intervention for longevity?,Peter Attia MD,longevity
_jkmDtoSEwQ,What are the most common causes of vitamin D deficiency?,Peter Attia MD,bones;supplements
UPGkgl3P-yw,How to train to improve your VO₂ max,Peter Attia MD,
ULuDsky_pQs,How does sun exposure affect melanoma risk?,Peter Attia MD,
Yon3ZAhbFI0,How to improve strength and muscle mass in old age,Peter Attia MD,training
kQIRIRO5afg,How to perform a Hatfield lunge,Peter Attia MD,
S0fSY60yXaU,How much does VO₂ max decline with old age?,Peter Attia MD,
C8P3kWucxiU,Balancing the benefits and risks of sun exposure,Peter Attia MD,
uJkVat216u0,The relationship between muscle loss and declining activity levels in aging people,Peter Attia MD,
kD9TQpf1788,"Clearing up RPE, RIR, and how to know what it feels like",Peter Attia MD,training
aqZvO39Vd0M,The 4 pillars of longevity-focused exercise,Peter Attia MD,longevity;neuro
w9QQrrVh7Co,The gold standard for improving VO₂ max,Peter Attia MD,
V3y14SUxTNs,You are never too old to start exercising,Peter Attia MD,
z4WJ-ZVZ89k,"Sun exposure, sunscreen, and skin health: skin cancer, vitamin D, & more (AMA 61 sneak peek)",Peter Attia MD,bones;longevity;supplements
QCXqgrmuEKQ,The importance of avoiding injury and playing the long game with exercise,Peter Attia MD,
-6OvPV24PdA,The importance of a high protein diet,Peter Attia MD,nutrition
ZNs2qTXlRfg,How to improve your VO₂ max as a beginner,Peter Attia MD,
68xpOMXQgS0,How to decrease your risk of falls and their devastating consequences,Peter Attia MD,cardio;longevity
YcD40hmI4wA,A useful tool for quitting bad habits and poor emotional reactions,Peter Attia MD,
JK-wd12hbBw,How to avoid injuries when strength training,Peter Attia MD,training
_GsQUBKUsIA,You can improve your cardiovascular fitness at any age,Peter Attia MD,
77MwN9JBVUA,Cardio training: how to get started and the difference between zone 2 and VO₂ max,Peter Attia MD,training
QW0cU5OByJs,Why knowing when to quit is an underrated skill,Peter Attia MD,
esdMzzPDMkc,Why you need a high VO₂ max,Peter Attia MD,
gJDlUfcuda8,The most important goal if you're new to exercise,Peter Attia MD,
jBm86NN_nWI,How to get started on an exercise program and improve your overall physical fitness,Peter Attia MD,
Yz0W-P0UaKE,"307 ‒ Exercise for aging people: where to begin, and how to minimize risk while maximizing potential",Peter Attia MD,
h4bE_pgAQh4,Train to the limit of control - what exactly does this mean?,Peter Attia MD,
37YUXv50fvo,"Testosterone replacement therapy: compelling use cases, side effects, and optimal dosing schedules",Peter Attia MD,
ogdwauvem7s,How much protein is needed to build and maintain muscle mass? | Layne Norton,Peter Attia MD,nutrition
BToIFtHDe4I,Changes in muscle and muscular function that occur with aging | Peter Attia and Andy Galpin,Peter Attia MD,
h9Q4ycLh24Q,What drives muscle protein synthesis?,Peter Attia MD,nutrition
qJKbysUafHQ,"Breast cancer risk: the impact of menopause, estrogen, breast density, obesity, and more",Peter Attia MD,weight
fjGycg0dJFg,The profound impact training your physical fitness can have on the overall quality of life,Peter Attia MD,
Ufsi0nCEuNY,"The metabolic benefits of exercise, muscle mass, and protein intake | Peter Attia and Layne Norton",Peter Attia MD,nutrition
wvuy3AOYxCA,"Preventing cognitive decline, nutrition myths, lowering blood pressure, & more (AMA 60 sneak peek)",Peter Attia MD,nutrition
qgjAaD2M-JE,Peter Attia’s health dashboard,Peter Attia MD,nutrition
oRCKEj4WeSk,The brain health benefits of improving your aerobic fitness | Peter Attia and Rhonda Patrick,Peter Attia MD,
2a44zAVb4uk,Is muscle loss in old age inevitable?,Peter Attia MD,
5xdQGrRiZK0,Bodybuilding vs. powerlifting: comparing and contrasting the training approaches | Layne Norton,Peter Attia MD,
RgXoE49cdE0,Why does heart rate variability (HRV) decline with age? | Peter Attia and Joel Jamieson,Peter Attia MD,sleep
jpDwrm8STAw,Using heart rate recovery (HRR) as an indicator of athletic conditioning | Joel Jamieson,Peter Attia MD,
Ayicxx-VPLI,How valuable is heart rate variablity (HRV) as a metric of health? | Peter Attia and Joel Jamieson,Peter Attia MD,sleep
bVVQ9Q2C-uQ,What is heart rate variability (HRV) and how is it calculated? | Peter Attia and Joel Jamieson,Peter Attia MD,sleep
3TClfAvj2-Q,"305 ‒ Heart rate variability: measure, interpret, & utilize HRV for training and health optimization",Peter Attia MD,sleep
HLm2JzHThKA,"Cutting weight without losing muscle mass: exercise and dietary protocols, fasting, and more",Peter Attia MD,nutrition
0VBtBRpwv4g,The role of omega-3 fatty acids (EPA and DHA) in brain health and prevention of neurodegeneration,Peter Attia MD,neuro;nutrition;supplements
kauz--TXzCY,The importance of prioritizing emotional health as we age | Peter Attia and Paul Conti,Peter Attia MD,
jULnoEREFrU,"Fiber: how to approach intake, fiber sources, benefits, and more | Peter Attia and Layne Norton",Peter Attia MD,gut;nutrition
NvZ_n2hftOE,The many benefits of rucking | Peter Attia and Michael Easter,Peter Attia MD,
CHqKQ4gNM9U,Antiaging diets: separating fact from fiction | Peter Attia and Matt Kaeberlein,Peter Attia MD,nutrition
8Fe0qrMO0FY,"Peter's takeaways on muscle protein synthesis, VO2 max, toe strength & gut health (QPS 1 sneak peek)",Peter Attia MD,nutrition;training
gAbXg1EmrrM,Actionable steps for taking charge of your happiness | Peter Attia and Arthur Brooks,Peter Attia MD,
-OHAf_yKTSg,How important is rep speed and time under tension? | Peter Attia and Layne Norton,Peter Attia MD,
K23BJGYy1Q0,What are the brain benefits of sauna use? | Peter Attia and Rhonda Patrick,Peter Attia MD,
DKNIZZvC4ew,The impact of emotional health on healthspan | Peter Attia and Paul Conti,Peter Attia MD,longevity
VaezogYjbJw,The benefits of exercise on fracture risk and mortality in old age  | Peter Attia and Mike Joyner,Peter Attia MD,bones
LrgDw2KSHAI,Nutrition advice for gaining muscle | Peter Attia and Layne Norton,Peter Attia MD,nutrition
qsA5MBLoeGI,303-A breakthrough in Alzheimer’s disease: potential of klotho for brain health & as a therapeutic,Peter Attia MD,neuro
n7_dxuMp7Hs,What drives perfectionism and self-criticism? | Peter Attia and Paul Conti,Peter Attia MD,longevity
UtX-SutRyTg,The best supplements for hypertrophy training | Peter Attia and Layne Norton,Peter Attia MD,supplements;training
DlxhGOLG8Ok,Is fructose harmful to the liver? | Peter Attia and Julia Wattacheril,Peter Attia MD,nutrition
2LTISbE_Ez4,Why is alcohol so toxic for the liver? | Peter Attia and Julia Wattacheril,Peter Attia MD,
kwkNo-zYwlA,"How do recreational drugs, statins, and other medications affect the liver? | Julia Wattacheril",Peter Attia MD,cardio;longevity
x4gFjST0COk,Is alcohol less toxic to some people than others? | Peter Attia and Julia Wattacheril,Peter Attia MD,
ZiJ2th4rKKA,"302 - Confronting a metabolic epidemic: how to prevent, diagnose, & manage liver disease",Peter Attia MD,
cQTv-cVbY7c,Does resveratrol promote longevity?,Peter Attia MD,longevity;supplements
VgZy4PGdUBw,Are stem cells effective for treating injury and osteeoarthritis?,Peter Attia MD,
4AsrTjLqJxE,How effective is NAD and its precursors for longevity?,Peter Attia MD,longevity
a5xkJJo5DUQ,What are the benefits of blood flow restriction training?,Peter Attia MD,
KrDnU1iUOB8,How does metformin compare to other geroprotective drugs?,Peter Attia MD,insulin
S7-yAzq8uPU,Are sugar substitutes dangerous?,Peter Attia MD,nutrition
_6sJ-GK4X5Y,"Inflammation: impact on aging and disease risk, & how to identify & prevent it (AMA 59 sneak peek)",Peter Attia MD,
REfhd5k5n0o,Is rapamycin an effective longevity drug?,Peter Attia MD,longevity
fQDBUz8Arxw,"The importance of VO2 max, muscle mass, and muscular strength for lifespan",Peter Attia MD,longevity;training
SXjMTiYHs1U,Peter's stance on the energy balance theory,Peter Attia MD,
_nqP1lRSO70,Is sugar poison?,Peter Attia MD,nutrition
Si6CGiU62V0,Is fasting beneficial for longevity?,Peter Attia MD,longevity
5-88uVIAIQk,Does red meat cause cancer?,Peter Attia MD,
Io5xV9rtbm4,"300-Special episode: Peter on exercise, fasting, nutrition, stem cells, geroprotective drugs, & more",Peter Attia MD,nutrition
m9qptOOeC2g,Does excess protein intake increase cancer risk through elevations in mTOR and IGF? | Layne Norton,Peter Attia MD,longevity;nutrition
iGzEB3Ka39o,How much time should a person spend exercising?,Peter Attia MD,
RcnVvxALz-k,Using resistance training  to prevent muscle loss from old age and inactivity | Luc van Loon,Peter Attia MD,training
ugtNev-6Sq4,Consequences of protein deficiency in childhood | Peter Attia and Don Layman,Peter Attia MD,nutrition
AWnGh-MLfUc,Does cooking method or processing affect how much protein can be absorbed from meat? | Luc van Loon,Peter Attia MD,nutrition
WbmusfqG_dU,Is quality of life or duration more important? | Dax Shepard & Peter Attia,Peter Attia MD,
9YUF9q6VThE,Special episode with Dax Shepard: F1 and the 30th anniversary of Ayrton Senna’s death,Peter Attia MD,
mHTcezYApFc,Are collagen supplements effective and worth taking? | Peter Attia and Luc van Loon,Peter Attia MD,supplements
-RJb_dvD7dQ,Important protein considerations on a plant-based diet | Luc van Loon,Peter Attia MD,nutrition
aorcdvAPrEc,"Comparing the effectiveness of whey, casein, and other protein sources for driving muscle growth",Peter Attia MD,nutrition
hZD8GEjMc9s,How to preserve muscle while trying to lose body fat | Peter Attia and Luc van Loon,Peter Attia MD,nutrition
JYeR64ctAio,How to optimize protein timing and quantity | Peter Attia and Luc van Loon,Peter Attia MD,nutrition;training
_CkUCN95Ico,"Optimizing muscle protein synthesis: exercise, timing of protein intake, protein quality, and more",Peter Attia MD,nutrition
AVOKWvYJM-c,"299 ‒ Optimizing muscle protein synthesis: protein quality and quantity, & the key role of training",Peter Attia MD,nutrition
VXla1pTGrZI,What are the variables that determine your VO2 max? | Peter Attia and Mike Joyner,Peter Attia MD,training
QtYE-XV1bO0,Why biohacking sends the wrong messages about the pursuit of health and longevity,Peter Attia MD,longevity
bTuEukH2C7k,The compounding benefits of Zone 2 exercise and its ability to improve metabolic health into old age,Peter Attia MD,training
xmovbUC4C2g,How to get enough of the right kind of protein in your diet | Peter Attia and Rhonda Patrick,Peter Attia MD,nutrition
R5Zfz5U45f4,The impact of lean muscle and strength on lifespan and healthspan | Peter Attia and Layne Norton,Peter Attia MD,longevity;training
8RgSTDBzaZI,How to start evaluating your emotional well-being | Peter Attia and Paul Conti,Peter Attia MD,
obW0NDzEO88,"298 ‒ The impact of emotional health on longevity, self-audit strategies, & improving well-being",Peter Attia MD,longevity
A3Nlcw-2loE,Can exercise reduce the risk of cancer? | Peter Attia and Rhonda Patrick,Peter Attia MD,
gFuLTTMWKlY,"Weight loss strategies: tracking calories, cheat meals, fasting, exercise, and more | Layne Norton",Peter Attia MD,weight
XwRwzCfp9Yc,What are selective androgen receptor modulators (SARMs) & why do bodybuilders use them? | Derek MPMD,Peter Attia MD,
zir4UKoZfmg,How living a sedentary lifestyle negatively impacts metabolic health | Iñigo San-Millán,Peter Attia MD,
GtwYndzh1U8,How does prostate size relate to cancer risk? | Peter Attia & Ted Schaeffer,Peter Attia MD,
agYKG9GpCDo,Can the miracle of exercise be put in a pill? | Peter Attia and Mike Joyner,Peter Attia MD,
uUd7LleJuqM,"Iron: its role in health, testing methods, & tips for preventing iron deficiency (AMA 58 sneak peek)",Peter Attia MD,
q0-fK7gd0NE,What are the daily protein needs of children? | Peter Attia and Don Layman,Peter Attia MD,nutrition
AJ9hApitMmw,What are the ideal reps and sets for muscle hypertrophy? | Peter Attia and Layne Norton,Peter Attia MD,training
YO2UwjWj2sQ,Preventing falls and managing arthritis with proactive foot care and exercises | Courtney Conley,Peter Attia MD,
Mm0WSP7Si0U,Why does foot strength and sensitivity decline as we age? | Peter Attia and Courtney Conley,Peter Attia MD,training
ZatxhmPRueU,What are the benefits of going barefoot? | Peter Attia and Courtney Conley,Peter Attia MD,
CjiirAhkR38,What are the best shoes that promote foot health? | Peter Attia and Courtney Conley,Peter Attia MD,
htF_GapzU_c,"296 ‒ Foot health: preventing common injuries, enhancing strength and mobility, & picking footwear",Peter Attia MD,training
